LINE,STATION,IN_MON,IN_TUE_TO_THU,IN_FRI,IN_SAT,IN_SUN,OUT_MON,OUT_TUE_TO_THU,OUT_FRI,OUT_SAT,OUT_SUN,ANNUALISED_INANDOUT
LO,Highbury & Islington,---,---,---,---,---,---,---,---,---,---,---
LO,Homerton,6487,7229,7264,6264,2376,6270,6969,6710,5121,2761,4157303
LO,Honor Oak Park,3651,4427,3935,3638,2262,3641,4332,3622,3366,2373,2555344
LO,Hoxton,4646,6109,5790,5079,4335,4755,6370,6120,5538,5304,3825837
LO,Imperial Wharf,5730,5629,5661,3804,2509,5468,5234,5093,3513,2257,3226310
LO,Kensal Green,---,---,---,---,---,---,---,---,---,---,---
LO,Kensal Rise,4994,5345,5520,4520,1787,5110,5522,5291,4326,2171,3211667
LO,Kensington (Olympia),3738,3810,3676,2918,2218,3683,3873,3497,2795,1986,2303087
LO,Kentish Town West,3756,4362,4931,3834,2680,3724,4307,5002,3735,242,2610671
LO,Kenton,---,---,---,---,---,---,---,---,---,---,---
LO,Kew Gardens,---,---,---,---,---,---,---,---,---,---,---
LO,Kilburn High Road,1064,1106,1193,888,583,1076,1152,1171,873,695,693292
LO,Leyton Midland Road,2670,3088,2959,2550,1361,2588,3034,2741,2290,1437,1789972
LO,Leytonstone High Road,1814,1961,2042,1931,952,1768,2015,1980,1752,978,1217716
LO,Liverpool Street NR,15775,27850,18408,15156,11169,7865,24125,16467,15103,9553,12853573
LO,London Fields,2253,2750,2896,2500,1906,2545,3040,3146,2888,2071,1819638
LO,New Cross,3490,3975,3888,3622,2447,3518,3711,3807,3888,2570,2435253
LO,New Cross Gate,6671,7469,7633,10352,7296,6641,7395,7778,10917,8151,5328384
LO,North Wembley,---,---,---,---,---,---,---,---,---,---,---
LO,Norwood Junction,2828,3274,3151,2820,2105,2840,3242,2834,2689,1813,1967452
LO,Peckham Rye,4891,4838,4854,5058,3872,6044,6034,6233,6012,4941,3608792
LO,Penge West,1280,1300,1373,1502,868,1318,1298,1263,1246,831,846336
LO,Queen's Park,---,---,---,---,---,---,---,---,---,---,---
LO,Queens Road Peckham,3304,3106,2633,3428,2236,3229,3152,2688,3600,2485,2052303
LO,Rectory Road,3203,3171,2767,2377,1549,2842,2978,2868,2348,1811,1850561
LO,Richmond,---,---,---,---,---,---,---,---,---,---,---
LO,Romford,---,---,---,---,---,---,---,---,---,---,---
LO,Rotherhithe,2164,2577,2748,2682,1729,2029,2355,2545,2052,1614,1566993
LO,Seven Sisters,---,---,---,---,---,---,---,---,---,---,---
LO,Shadwell LO,5310,5938,6079,5847,3948,5568,6286,6493,5799,3733,3847483
LO,Shepherd's Bush NR,9484,9484,9932,9210,5768,9515,9515,10155,9410,5774,6113662
LO,Shoreditch High Street,8302,11038,10414,7589,6539,8777,12085,12144,8876,6900,6726954
LO,Silver Street,4763,5070,4965,3385,2390,4654,4718,4642,3084,2297,2883549
LO,South Acton,1439,1039,1484,1241,460,1333,1153,1382,981,566,748775
LO,South Hampstead,838,838,921,570,867,806,864,887,629,1161,570710
LO,South Kenton,---,---,---,---,---,---,---,---,---,---,---
LO,South Tottenham,2480,2844,2507,1974,1445,2659,2880,2734,2109,1376,1668645
LO,Southbury,1631,1698,1666,1151,783,1756,1843,1774,1229,900,1041860
LO,St James Street,2134,2437,2352,2138,1338,2178,2344,2257,1960,1344,1455020
LO,Stamford Hill,1843,1922,1924,1246,1097,1647,1748,1673,1023,941,1084954
LO,Stoke Newington,3441,3435,3441,2833,1926,3187,3204,3058,2795,1911,2058656
LO,Stonebridge Park,---,---,---,---,---,---,---,---,---,---,---
LO,Stratford,---,---,---,---,---,---,---,---,---,---,---
LO,Surrey Quays,6839,7560,7979,7145,4146,6386,7036,7093,6114,3793,4517307
LO,Sydenham,3550,3499,3374,2906,1559,4365,4377,4229,2710,1816,2331059
LO,Theobalds Grove,1151,1218,1083,826,641,1069,1114,1047,747,618,686418
LO,Turkey Street,1655,1678,1669,1136,774,1546,1539,1502,993,759,953114
LO,Upminster,---,---,---,---,---,---,---,---,---,---,---
LO,Upper Holloway,3005,3073,3007,2328,1512,2986,3095,3326,2342,1405,1860287
LO,Walthamstow Central,---,---,---,---,---,---,---,---,---,---,---
LO,Walthamstow Queen's Road,1837,2140,1982,1807,889,1898,2157,1962,1747,822,1251018
LO,Wandsworth Road,1246,1361,1342,523,487,1261,1385,1348,498,488,747211
LO,Wanstead Park,2457,2509,2539,2181,1071,2340,2616,2384,2160,1155,1533404
LO,Wapping,2913,3494,3571,3012,2164,2886,3448,3401,2890,2108,2119749
LO,Watford High Street,1901,1961,2054,1930,1233,1791,1878,2008,1923,1196,1237456
LO,Watford Junction,2497,3037,3682,2352,3630,719,1958,2040,800,3541,1658296
LO,Wembley Central,---,---,---,---,---,---,---,---,---,---,---
LO,West Brompton,---,---,---,---,---,---,---,---,---,---,---
LO,West Croydon NR,5416,5738,5731,4370,3301,4977,5010,5158,3976,3179,3310109
LO,West Hampstead LO,6815,7321,7195,5915,2588,6745,7376,7215,5817,2646,4311287
LO,White Hart Lane,2956,3187,3331,2205,1450,2834,3038,2992,2027,2712,1897338
LO,Whitechapel,---,---,---,---,---,---,---,---,---,---,---
LO,Willesden Junction,---,---,---,---,---,---,---,---,---,---,---
LO,Wood Street,3188,3548,3529,2794,1834,3108,3495,3219,2543,1868,2092620
LO,Woodgrange Park,1748,1849,1822,1489,795,1539,1684,1537,1242,829,1045906
DLR,Abbey Road,2006,2060,2121,1784,1303,2015,2107,2083,1681,1308,1338423
DLR,All Saints,2741,2854,2873,2455,1691,2767,2787,2777,2336,1678,1809670
DLR,Bank and Monument,---,---,---,---,---,---,---,---,---,---,---
DLR,Beckton,3452,3517,3499,2379,1631,3542,3666,3568,2396,1699,2182927
DLR,Beckton Park,792,813,846,529,435,841,885,837,541,428,516334
DLR,Blackwall,2059,2326,2307,2081,1525,2168,2403,2301,2048,1549,1509282
DLR,Bow Church,5394,5623,5635,4523,3458,3854,3754,3973,3372,2763,3051195
DLR,Canary Wharf DLR,17122,19611,17505,16589,11501,18656,21068,19431,18774,12833,12706268
DLR,Canning Town,---,---,---,---,---,---,---,---,---,---,---
DLR,Crossharbour,5505,5734,5812,4917,3701,5482,5799,5715,4759,3675,3703484
DLR,Custom House DLR,7484,10594,8971,6520,4359,5151,7659,6792,4481,2928,5065593
DLR,Cutty Sark,10595,10137,10432,11413,8352,11505,12310,12705,11678,8719,7627289
DLR,Cyprus,4669,4098,3197,1216,812,4905,4361,3295,1213,809,2271654
DLR,Deptford Bridge,4173,4699,4773,4385,3309,4411,4768,4847,4433,3282,3096625
DLR,Devons Road,3613,3726,3890,3247,2432,3602,3699,3707,3123,2405,2411534
DLR,East India,6860,7313,6921,4219,3010,7626,7782,7216,4284,2968,4413900
DLR,Elverson Road,2250,2373,2413,1959,1525,2093,2228,2159,1771,1501,1471752
DLR,Gallions Reach,2943,3124,3134,2610,1880,3053,3331,3162,2569,1940,2030287
DLR,Greenwich,7372,8316,8060,7215,6369,7223,7876,7956,7539,6405,5329004
DLR,Heron Quays,8306,8911,7955,6534,5315,9717,10724,9614,6667,5925,5939324
DLR,Island Gardens,3640,3749,3878,2913,2695,3360,3651,3566,2565,2427,2359143
DLR,King George V,2447,2474,2570,1611,1539,2534,2625,2644,1619,1574,1589739
DLR,Langdon Park,6011,6881,6590,4567,4172,5821,6556,6444,4529,4132,4123628
DLR,Lewisham DLR,11381,12152,11607,8219,7377,11719,12374,11765,8296,7427,7558857
DLR,Limehouse DLR,10630,10604,11367,12241,6252,14562,15896,15411,12088,8979,8540650
DLR,London City Airport,5629,5485,6279,1449,3491,6278,6005,6541,1904,3605,3477974
DLR,Mudchute,2598,2742,2794,2211,2091,2457,2660,2576,2191,2168,1762333
DLR,Pontoon Dock,4113,4433,4539,3093,3146,4237,4558,4451,3064,3148,2834685
DLR,Poplar,2064,2876,2073,2094,1801,2715,3353,2431,2426,1869,1805731
DLR,Prince Regent,2258,2485,2787,2335,1941,2449,2742,2846,2158,1435,1692175
DLR,Pudding Mill Lane,3827,2015,3820,4929,4823,3888,2106,3787,4527,4396,2314941
DLR,Royal Albert,2026,2135,2281,2134,1501,2235,2351,2337,2270,1543,1487349
DLR,Royal Victoria,4742,4499,4914,5241,3491,3752,3891,4127,4034,2840,2911844
DLR,Shadwell DLR,9564,10212,10095,6873,5966,9608,10341,10247,7474,5952,6363717
DLR,South Quay,7191,7861,7026,4019,3453,7293,8130,6945,3799,3418,4550079
DLR,Star Lane,2660,2817,2668,1163,1268,2896,3059,2899,1258,1345,1687068
DLR,Stratford,---,---,---,---,---,---,---,---,---,---,---
DLR,Stratford High Street,2026,2046,1937,1400,931,2186,2199,2108,1521,981,1289535
DLR,Stratford International DLR,6638,7203,7126,6717,4977,5960,6426,6365,5868,4431,4442673
DLR,Tower Gateway,4274,4609,4408,4086,3011,4715,5235,4911,4600,3328,3139282
DLR,West Ham,---,---,---,---,---,---,---,---,---,---,---
DLR,West India Quay,4081,4578,4933,5687,4085,3814,4425,4568,4424,3238,3087941
DLR,West Silvertown,3650,3960,3921,3256,2505,3514,3721,3816,3114,2004,2437908
DLR,Westferry,6304,3059,6652,5600,5108,6383,3813,6586,5311,5083,3377747
DLR,Woolwich Arsenal,10691,10625,11121,8966,6832,10692,10873,11153,8878,7032,6983940
EZL,Abbey Wood,20726,23445,21238,16717,9245,25474,28161,25106,15959,10911,14172670
EZL,Acton Main Line,4104,4620,4543,4413,1941,3984,4574,3904,4033,1676,2652433
EZL,Bond Street,---,---,---,---,---,---,---,---,---,---,---
EZL,Brentwood,4239,4935,4249,2935,1677,4045,4680,3981,2764,1659,2567994
EZL,Burnham,3205,3599,3577,2956,1572,3030,3564,3215,2727,1510,2043255
EZL,Canary Wharf EZL,21963,27594,22311,12726,9166,22538,27493,22064,13145,9633,14107145
EZL,Chadwell Heath,7204,7612,7363,5685,3208,7015,7402,6994,5051,3118,4281204
EZL,Custom House EZL,14451,14890,13909,9969,7775,14536,14732,13374,9313,7491,8483121
EZL,Ealing Broadway,---,---,---,---,---,---,---,---,---,---,---
EZL,Farringdon,---,---,---,---,---,---,---,---,---,---,---
EZL,Forest Gate,8548,9207,9142,7368,5054,8281,8906,8651,6854,4887,5340649
EZL,Gidea Park,4317,5143,4438,3148,1946,4054,4840,4032,2809,1984,2675747
EZL,Goodmayes,7086,7426,7159,5225,3535,6873,7209,6789,4806,3418,4192130
EZL,Hanwell,3212,3963,3556,3490,3242,2689,3238,2988,3165,2265,2181717
EZL,Harold Wood,5257,5940,5356,3648,1769,5051,5644,4969,3275,1636,3102300
EZL,Hayes & Harlington,12704,14150,13155,11579,7594,13612,15097,13601,11133,7500,8432891
EZL,Heathrow Terminal 4 EZL,4826,4501,5432,5092,4737,4422,4156,4870,4830,4251,3041898
EZL,Heathrow Terminal 5 EZL,3205,4394,2126,3925,3361,2523,3668,1478,4138,2005,2216449
EZL,Heathrow Terminals 2 & 3 EZL,12149,10652,11960,10193,10554,12247,10554,12025,10758,10402,7266167
EZL,Ilford,14454,15181,14978,12471,8947,14943,15468,15142,12210,8846,9156227
EZL,Iver,606,767,788,617,389,553,644,668,517,350,411753
EZL,Langley,2377,2691,3066,2340,1241,2492,2866,2919,2429,1296,1644363
EZL,Liverpool Street LU,---,---,---,---,---,---,---,---,---,---,---
EZL,Liverpool Street NR,---,---,---,---,---,---,---,---,---,---,---
EZL,Maidenhead,7174,9127,9938,5768,4708,8373,10776,10923,4146,4712,5450666
EZL,Manor Park,5949,6415,6368,5041,3668,5899,6245,6051,4583,3556,3734273
EZL,Maryland,5845,6313,6235,4724,3457,5509,5797,5474,3979,3242,3531277
EZL,Paddington NR,---,---,---,---,---,---,---,---,---,---,---
EZL,Paddington TfL,---,---,---,---,---,---,---,---,---,---,---
EZL,Reading,4630,4987,4975,3826,3297,6279,6523,6454,5387,3948,3461806
EZL,Romford,16017,17730,15492,7806,9023,19250,21246,18769,9313,11681,10588491
EZL,Seven Kings,6300,6584,6463,4979,2837,5764,6085,5798,4246,2655,3637580
EZL,Shenfield,4821,4439,4313,3317,1607,5678,5562,5455,4353,2009,2906118
EZL,Slough,8001,9154,8933,8199,4670,7005,7917,8172,6332,4037,5030898
EZL,Southall,11418,12189,11360,10389,8142,11944,12510,11830,9673,7135,7364298
EZL,Stratford,---,---,---,---,---,---,---,---,---,---,---
EZL,Taplow,1040,1343,1221,972,549,983,1321,932,788,587,711251
EZL,Tottenham Court Road,---,---,---,---,---,---,---,---,---,---,---
EZL,Twyford,3731,5330,5405,4232,1989,4004,5725,5828,3117,2315,3011473
EZL,West Drayton,5622,6604,5922,5175,2832,5696,6523,5659,4640,2846,3671762
EZL,West Ealing,6585,4677,4954,4613,2175,6303,5131,4700,4344,2472,3095590
EZL,Whitechapel,---,---,---,---,---,---,---,---,---,---,---
EZL,Woolwich EZL,18036,20116,19731,11318,9263,17664,20023,18447,10377,8802,11050099
