LINE,STATION,IN_WEEKDAY,IN_FRI,IN_SAT,IN_SUN,OUT_WEEKDAY,OUT_FRI,OUT_SAT,OUT_SUN,ANNUALISED_INANDOUT
TRM,Beckenham Road,461.5,461.5,383,211,448,448,383,249.5,235025.0586
TRM,Beddington Lane,373.5,373.5,263.5,123,413,413,252,151,192204.421
TRM,Belgrave Walk,785.5,785.5,522.5,358,836.5,836.5,545,356,402623.8945
TRM,Birkbeck Trams,372,372,353,205,288,288,276.5,153,174518.5207
TRM,Blackhorse Lane,1175,1175,957,671,939.5,939.5,753,556.5,549911.4204
TRM,Centrale,1001.5,1001.5,870,568,1469.5,1469.5,1659,949.5,667607.1179
TRM,Church Street,3014,3014,2832.5,1799.5,1839,1839,1656.5,1070,1287203.834
TRM,Coombe Lane,278,278,183.5,94.5,261.5,261.5,166.5,119,132735.8358
TRM,Dundonald Road,515.5,515.5,291,215.5,601.5,601.5,417,278,276237.8871
TRM,East Croydon Trams,9660,9660,8643.5,5831,9163.5,9163.5,7957,4979.5,4946699.486
TRM,Elmers End Trams,1077,1077,1010.5,635.5,1026,1026,957.5,667.5,561145.7322
TRM,Fieldway,1024,1024,812,538.5,988,988,739.5,547,516819.0455
TRM,George Street,2192,2192,2064,1279,3305,3305,3407,1861.5,1469272.952
TRM,Gravel Hill,616.5,616.5,321.5,181.5,635.5,635.5,285.5,178,294147.6595
TRM,Harrington Road,467,467,456,271.5,306.5,306.5,284,196.5,206593.2949
TRM,King Henry's Drive,534,534,433,289.5,755,755,618,431.5,334464.9994
TRM,Lebanon Road,1221,1221,1164.5,731.5,1183,1183,1071.5,729,639724.8586
TRM,Lloyd Park,829.5,829.5,678.5,473.5,780,780,666,471,420737.1871
TRM,Merton Park,715,715,503.5,302.5,638,638,410,268,335767.5283
TRM,Mitcham,1498.5,1498.5,1210.5,797.5,1772.5,1772.5,1320.5,891,837465.0274
TRM,Mitcham Junction Trams,1495,1495,1183,740,1677,1677,1285.5,802,808809.3915
TRM,Morden Road,1072,1072,737,464,1061.5,1061.5,703.5,440,529640.8144
TRM,New Addington,1673,1673,1229,885.5,1879.5,1879.5,1469.5,1027,910691.574
TRM,Phipps Bridge,992.5,992.5,797.5,607.5,1089,1089,815,613.5,538962.0369
TRM,Reeves Corner,171,171,189,124,980,980,1046.5,602,314092.6333
TRM,Sandilands,2574.5,2574.5,2081,1245.5,2392,2392,1795.5,1204.5,1268296.813
TRM,Therapia Lane,1816.5,1816.5,1340,868,1989,1989,1448.5,929,961144.2169
TRM,Waddon Marsh,1248.5,1248.5,1351,882,1403.5,1403.5,1424.5,940.5,726892.5349
TRM,Wandle Park,1422,1422,1453.5,931.5,1538,1538,1509,1064.5,804250.5404
TRM,Wellesley Road,1150,1150,1029,665,332.5,332.5,266.5,184,389008.3971
TRM,West Croydon Trams,2613.5,2613.5,2419.5,1695,3104,3104,2674.5,1829,1514413.72
TRM,Wimbledon Trams,3862,3862,3154.5,1905,3259,3259,2956,1679.5,1843892.476
TRM,Woodside,1087.5,1087.5,805,540.5,881,881,645.5,471,500842.7145
